ACCOUNT_ID,ACCOUNT_NM,ACCOUNT_TYP_NM,CHURN_RSK_IND,CHURN_PROBABILITY,TERRITORY_SGMNT_NM,HAS_CMD_LINE,HAS_POWER_AUTOMATE,HAS_IMPORT_API,HAS_NATIVE_CONNECTOR,INTEGRATION_STATUS
0015Y00002p5pgm,Verve Therapeutics,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011400001s5D2mAAE,Peel Children's Aid Society,Customer,Low,,CAN,,,,,flat file or unidentified method
0011400001fLtrY,"FORVIS, LLP",Former Customer,High,,ENT,TRUE,,,,established integration method
0015Y00002vtWb8,SIDERISE INSULATION LIMITED,Customer,High,,UK,,,,,flat file or unidentified method
0011400001aEZHl,J&B Group,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y00002ZvI5G,XB Fulfillment,Former Customer,Churning,,MM,,,,,flat file or unidentified method
001a000001UxooB,University Research Co. LLC,Prospect,,,MM,,,,,flat file or unidentified method
0011400001pYNnPAAW,Essentra,Customer,Low,,UK,,,,,flat file or unidentified method
001OO00000Noo7kYAB,LucyRx,Customer,Low,,SMB,,,,,flat file or unidentified method
0011O00002NbYfG,Globality Inc.,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011400001qzDed,Providence Health & Services,Former Customer,Churning,,ENT,,,,,flat file or unidentified method
0015Y00002xGEeuQAG,Innovative Surface Solutions,Customer,Low,,CAN,,,,TRUE,established integration method
0011400001gzHW9,Vanguard University,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O000022JhLn,"MATRIXX Software, Inc.",Former Customer,Churning,,SUB,,,,,flat file or unidentified method
0011400001s5D5M,"Community Teamwork , Inc.",Former Customer,High,,MM,,,,,flat file or unidentified method
0011O00002Dgcm0QAB,Rocky Mountain Prep,Customer,Low,,MM,,,,,flat file or unidentified method
0013000000qHwHa,"Aaron's, LLC",Former Customer,Churning,,ENT,TRUE,TRUE,,,established integration method
0011O000021KZhi,Cloud Elements,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
001OO00000A2iiR,"Join Parachute, LLC",Customer,Low,0.11,MM,TRUE,,,TRUE,established integration method
0011400001eefs4,Farm Boy Company Inc.,Customer,High,0.08,CAN,TRUE,,,,established integration method
0013000000qHw5k,Equitable Bank,Customer,High,0.06,CAN,,,,,flat file or unidentified method
0011O00002OOW8J,Fairfield Geotechnologies,Customer,Medium,0.14,MM,TRUE,TRUE,,,established integration method
0011O00002SpbZB,Adaptive Financial Consulting Limited,Customer,Low,0,UK,,,,TRUE,established integration method
0011O00002OLr6v,Fairway Lawns Inc,Customer,Low,0.02,MM,,,,TRUE,established integration method
0015Y00002rm4uk,Inn From The Cold,Customer,Medium,0,CAN,,,,,flat file or unidentified method
0015Y00002Zuzgo,RxSight Inc,Customer,Medium,0.09,MM,TRUE,,,,established integration method
0011O00002HiHa9,Mainroad Group,Customer,Low,0.1,CAN,,,,,flat file or unidentified method
0015Y00003gyKNp,PharmaCare Europe,Customer,Low,0.02,UK,TRUE,,,,established integration method
0011O00002DOwYb,Sue Ryder,Customer,Low,0.05,UK,,,,,flat file or unidentified method
0011400001s5E1U,T. L. Cannon Management Corporation,Customer,High,0.32,MM,,,,TRUE,established integration method
0011O00002GJCeU,"Valcourt Building Services, L.C.",Customer,Low,0.02,MM,,,,TRUE,established integration method
0011400001qz99N,TransX Ltd.,Customer,Medium,0.12,SUB,,,,,flat file or unidentified method
0011400001s5Doa,Fisher Brothers Management Co. LLC,Customer,Low,0.49,FINS,,,TRUE,,established integration method
0015Y00002yQ1Nq,Canadian Rocky Mountain Resorts,Customer,Low,0.09,CAN,TRUE,,,,established integration method
0011O00002Ksg7p,"PrimePay, LLC",Customer,Medium,0.03,MM,,,,TRUE,established integration method
0015Y00003YnHW3,Elephas,Customer,Churning,0.33,SMB,,,,TRUE,established integration method
0011O00002BmGAt,Integris Credit Union,Customer,Medium,0.32,CAN,TRUE,,,,established integration method
0015Y00002ZubC2,Easy Dynamics Corporation,Customer,Low,0.03,MM,,,,,flat file or unidentified method
0011O00001yo4vp,"SunStrong Management, LLC",Customer,Medium,0.26,ENT,TRUE,,,TRUE,established integration method
0011400001pYNh0,Hillside (Technology) Limited,Customer,Low,0,UK,TRUE,,TRUE,,established integration method
001a000001Uxoia,Transoft Solutions Inc.,Customer,High,0,CAN,,,,TRUE,established integration method
0011O00002GJEr2,Silfex Inc.,Customer,Low,0.03,SUB,,,,,flat file or unidentified method
0015Y00003B6ngj,Everest Clinical Research,Customer,Low,0,CAN,,,TRUE,TRUE,established integration method
0013000000qHwYT,"Polypore International, LLC",Customer,Low,0.02,ENT,TRUE,,,,established integration method
001OO000005nX3B,Pacifico Power,Customer,Low,0.27,SMB,,,,TRUE,established integration method
0015Y00002uNWgi,Wren Sterling,Customer,Medium,0.92,UK,,,,,flat file or unidentified method
001a000001XT47p,University of Waterloo,Customer,Medium,0.03,CAN,,,TRUE,,established integration method
0011O00002GJJaF,Sea Ltd,Customer,Low,0.17,MM,,,,,flat file or unidentified method
0011O00001yoCTg,Evergreen Retirement Communities,Customer,Churning,0.85,MM,TRUE,,,,established integration method
001OO000002kBAg,ImageQuix,Customer,Low,0.12,SMB,,,,TRUE,established integration method
001a000001U0CKx,Tarkett Sports Canada Inc.,Customer,Low,0.01,CAN,,,,,flat file or unidentified method
0015Y00003YlIRB,VertiGIS Ltd.,Customer,Low,0.04,UK,,,,TRUE,established integration method
001a000001YIiDY,Eide Bailly LLP,Customer,Low,0.35,ENT,TRUE,,,,established integration method
0011400001j5ToW,Paric Corp.,Customer,Medium,0,MM,,TRUE,,,established integration method
001a000001KIh9X,"Institute OF International Education, Inc.",Customer,Low,0.11,MM,TRUE,,,,established integration method
0011O00002BSujA,Sustainable Living Partners,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
0011O000022IPhf,USF Federal Credit Union,Customer,Medium,0.59,FINS,,TRUE,,TRUE,established integration method
0011400001eeggX,Brooklyn Museum,Former Customer,Churning,,MM,TRUE,,,,established integration method
0011O00002Ti6zz,XOi Technologies,Former Customer,Churning,,SMB,,,,TRUE,established integration method
0011O00002Cconh,Penn Community Bank,Former Customer,Churning,,ENT,TRUE,,,,established integration method
001a000001Ru3qs,Noble Management Holdings LLC,Customer,Medium,,FINS,,,,,flat file or unidentified method
0011O00002KwgR5,Assa Abloy Electronic Security Hardware,Former Customer,Churning,,Intl,TRUE,,,,established integration method
0015Y00002YYT5N,Foothill Federal Credit Union,Customer,Low,,FINS,TRUE,,,,established integration method
0015Y00002tDV03,CTMS Travel,Former Customer,Churning,,CAN,,,,,flat file or unidentified method
0011O00001ynYEC,Renew Financial Group LLC,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
0011400001j6uDLAAY,Cafua Management Co.,Customer,Low,,MM,,,,TRUE,established integration method
001OO000002N8be,Ready Rebound Inc.,Customer,Low,,SMB,,,,TRUE,established integration method
0011O00002D5JJP,Yerba Buena Center for the Arts,Former Customer,High,,MM,,,,,flat file or unidentified method
001a000001IKskO,Meltwater N.V.,Customer,Low,,Intl,,,,TRUE,established integration method
0011O00002GJR01,CMIT Solutions LLC,Former Customer,Churning,,MM,,,,TRUE,established integration method
0011O00001zxhDf,New Senior Investment Group Inc.,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
0015Y00002uOJUJ,WeCommerce,Former Customer,Churning,,CAN,TRUE,,,,established integration method
0013000000qHweR,SNC-Lavalin Group,Former Customer,,,CAN,,,,,flat file or unidentified method
001OO00000YL0flYAD,Quickparts UK,Customer,Low,,UK,TRUE,,,TRUE,established integration method
0011400001va8ke,"Beacon Specialized Living Services, Inc.",Customer,Low,0,MM,TRUE,,TRUE,TRUE,established integration method
0011400001qzv1t,"The Little Brown Box Pizza, LLC",Customer,Churning,1,MM,,,,,flat file or unidentified method
0015Y00002ZvHZe,Outdoor Adventures Incorporated,Customer,Medium,0.03,MM,,TRUE,,TRUE,established integration method
0015Y000039KsLY,BC SPCA,Customer,Low,0.01,CAN,,,TRUE,,established integration method
0011O00002XfrUG,"Freenome Holdings, Inc.",Customer,Low,0.21,MM,,,,TRUE,established integration method
0015Y00004T6I3b,Coalition for Epidemic Preparedness Innovations,Customer,High,0.01,Intl,,,,TRUE,established integration method
0015Y00003qVlnk,Lincoln Institute of Land Policy,Customer,Low,0.12,MM,,,TRUE,,established integration method
0011400001lGRVl,MSH Americas,Customer,Low,0.57,CAN,,,,,flat file or unidentified method
0015Y00004rIjq6,"GridSource Incorporated, LLC",Customer,High,0.74,MM,,,,TRUE,established integration method
0011O0000241liS,"Athletics Investment Group, LLC.",Customer,Medium,0,MM,TRUE,,,,established integration method
0011400001qzEpJ,Communities Foundation of Texas,Customer,Low,0.01,MM,,,,TRUE,established integration method
0011O00002H17C6,Heijmans N.V.,Customer,Low,0,Intl,TRUE,,TRUE,,established integration method
0011O00002PtCim,"Health Systems Informatics, Inc.",Customer,Churning,1,SMB,,,,,flat file or unidentified method
001a000001PZrc9,Delta Dental of New Jersey,Customer,Low,0.07,FINS,TRUE,,,,established integration method
0011O00002GJIqc,Superheat FGH Technologies Inc.,Customer,Low,0.03,MM,TRUE,,TRUE,,established integration method
0011O000022JHuw,"Engage2Excel , Inc.",Customer,High,0.85,MM,,,,,flat file or unidentified method
0015Y000030nrL2,ACLU Pennsylvania,Customer,Medium,0.08,SMB,,,,TRUE,established integration method
0011O000024zPpq,"Asensus Surgical, Inc.",Customer,Medium,0.04,MM,TRUE,,,,established integration method
0011O00001zwYPo,Meats By Linz Inc,Customer,High,0.09,SMB,TRUE,,,,established integration method
0011O00002GJCex,SuprTEK,Customer,Churning,0.72,SMB,,TRUE,,,established integration method
0013000000qHwpp,"Brandywine Operating Partnership, L.P.",Customer,Medium,0.31,FINS,TRUE,,,,established integration method
0015Y00002tG3E1,"Ventyx Biosciences, Inc.",Former Customer,Churning,,SMB,,,,TRUE,established integration method
001OO00000J56TF,TIGI International Ltd,Customer,Medium,,UK,,,TRUE,,established integration method
0011O00002O2GfP,Pro-Vac LLC,Customer,High,0.73,MM,,,,TRUE,established integration method
0011O00002GJNZp,Jane's,Customer,Low,0,UK,,,,TRUE,established integration method
0015Y00004eCMOaQAO,Florida Canyon Mining Inc.,Customer,Medium,0.1,CAN,TRUE,,,,established integration method
001a000001NAZKp,"The Lash Group, LLC",Customer,Low,0.04,ENT,,,,,flat file or unidentified method
0011O00001zwYRe,Bonaventure Holdings,Former Customer,Churning,,FINS,,TRUE,,,established integration method
0015Y00004eBjWF,Monsters Aliens Robots Zombies,Former Customer,Churning,,CAN,,,,TRUE,established integration method
001OO000003fPdU,Ionic Digital Inc.,Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O00001ymkJH,Knight Therapeutics Inc.,Former Customer,Churning,,CAN,,,,,flat file or unidentified method
0011O00002OLmXM,MassChallenge Inc,Former Customer,Churning,,FINS,,,,TRUE,established integration method
0011O00002Ht880,PromptQL,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y000049liY6,Dot818,Customer,Churning,,SMB,TRUE,,,,established integration method
0011O00002QbvBt,Virtual1,Former Customer,Churning,,UK,,,,,flat file or unidentified method
0015Y00003gzeui,Atairos,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
0015Y00002oCYaG,RenewableUK,Former Customer,Churning,,UK,,,TRUE,,established integration method
0015Y00002YYZS7,Sherlock Biosciences Inc.,Former Customer,Churning,,UK,,,,,flat file or unidentified method
0015Y00002tDtOg,"FURTHER UNDERWRITING INTERNATIONAL, S.L.U.",Former Customer,Churning,,Intl,,,,,flat file or unidentified method
0011400001s5E9N,Sauer Brands Inc.,Customer,Low,,MM,TRUE,,,,established integration method
0015Y00002Zvpsl,DiCE Molecules,Former Customer,Churning,,SMB,,,,TRUE,established integration method
0015Y00003DlFWs,coolkit,Former Customer,Churning,,UK,,,,,flat file or unidentified method
0011O00001ykxOz,Titan Environmental Containment Ltd.,Former Customer,Churning,,SMB,TRUE,,,TRUE,established integration method
0015Y00002YbRad,Astra,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O00002DOGmq,Extole Inc,Former Customer,Churning,,SMB,,,,TRUE,established integration method
0011O000024yydd,Per Scholas Inc,Former Customer,Churning,,MM,TRUE,,,TRUE,established integration method
001a000001Uxmnu,"HSP EPI Acquisition, LLC, Entertainment Publications",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011400001eefqJ,Empire State Realty Trust,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
001OO00000KOGzU,Schneider Geomatics,Customer,Medium,,SMB,,,,,flat file or unidentified method
0015Y00004T7opP,Stichting Christelijke  Hogeschool Windesheim,Customer,Low,,Intl,,,TRUE,,established integration method
001OO00000PeRmTYAV,Beyond One MEA FZ- LLC,Customer,Low,,Intl,,,,,flat file or unidentified method
0011400001s5EXv,"Jefferson Dental Clinics, P.C.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y00002ZuPY7,Palmdale Water District,Customer,Medium,,SMB,,TRUE,,,established integration method
0011400001jHJuJ,Oregon Museum OF Science & Industry,Customer,Low,0.09,MM,TRUE,,,TRUE,established integration method
0015Y00002jzCNu,Luton Town Football Club 2020 Ltd.,Customer,Low,0,UK,,,,TRUE,established integration method
0011O000022K58Z,RxBenefits Inc.,Customer,Medium,0.02,MM,TRUE,,,TRUE,established integration method
0015Y00002tEQY6,"Inclusiv, Inc.",Customer,Medium,0.06,FINS,,,,,flat file or unidentified method
0015Y00006FFxIy,Route 92 Medical,Customer,Medium,0.05,SMB,,TRUE,,TRUE,established integration method
0011O00002GJJ38,Hirschbach Motor Lines Inc,Customer,Low,0.04,MM,,,,,flat file or unidentified method
0015Y00002ZuhqS,Earth Systems Inc,Customer,Low,0.19,SMB,,,TRUE,,established integration method
0011400001qz71E,M.O.S.A.I.C.,Customer,Low,0,CAN,TRUE,,,,established integration method
0015Y00004OBvJt,SuperScale s.r.o,Customer,Churning,0.99,Intl,,,,,flat file or unidentified method
0011O00002GyLNg,Light Wave Dental Management,Customer,Low,0.02,MM,,,,TRUE,established integration method
0015Y00002rmPzH,MEMX Holdings LLC,Customer,High,0.32,FINS,,,,TRUE,established integration method
0015Y00005J9B32,"Leap Service Partners, LLC",Customer,Medium,0.17,SMB,,,,TRUE,established integration method
001a000001PZtnz,"Paragon Films, Inc.",Customer,Low,0.04,SUB,TRUE,,,TRUE,established integration method
0011400001qzH36,Anomatic Corp.,Customer,High,0.04,MM,,,,,flat file or unidentified method
0011O000022IJmc,Access Group Limited,Customer,High,0,UK,,TRUE,,,established integration method
0011400001qzKwT,Salit Steel,Customer,Medium,0.02,CAN,,,,,flat file or unidentified method
0011400001aqvpc,Motability Operations Limited,Customer,Low,0.04,UK,,,,,flat file or unidentified method
0011O00002AlXef,Living Earth,Customer,High,0.64,MM,TRUE,,TRUE,,established integration method
0011O00001zxNWU,Stanley Martin Homes LLC,Customer,High,0.11,MM,,,TRUE,,established integration method
0011O000022Ivbq,Vortex Aquatic Structures International,Customer,High,0.4,CAN,,,,,flat file or unidentified method
0011O0000241lbU,"Image International Manufacturing, LLC",Customer,Low,0.15,MM,,,,,flat file or unidentified method
0011400001fMm5f,Endries International Inc.,Customer,Medium,0.51,MM,,,,,flat file or unidentified method
0015Y00004OFpLfQAL,"Flagship Brands, LLC dba feetures",Customer,Low,,SMB,TRUE,,,TRUE,established integration method
0011400001pYNn8,Ove Arup & Partners International Limited,Customer,Low,0.2,UK,,TRUE,TRUE,,established integration method
0011400001qzKra,Pediatric Home Service,Customer,Low,0.01,MM,,,TRUE,TRUE,established integration method
0011O00002GJCTW,Wausau Coated Products Inc,Customer,Low,0.03,MM,TRUE,,,TRUE,established integration method
001OO00000TMSQF,"Beyond Hype, Zweigniederlassung der HYPE  Partners Ltd.",Customer,Churning,,Intl,,,,,flat file or unidentified method
0011400001s5Cbm,Muckleshoot Casino,Former Customer,Churning,,ENT,,,,,flat file or unidentified method
0011O00001ylten,Automation & Modular Components Inc.,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0015Y000056j5sX,"Flitptrel Portugal, S.A.",Customer,Low,,Intl,,,TRUE,,established integration method
001OO00000ZuLIXYA3,Combined Caterers,Customer,Low,,SUB,,,,TRUE,established integration method
0011400001ckgd1,"Matrix Absence Management, Inc.",Former Customer,,,FINS,,,,,flat file or unidentified method
0015Y00002ZuAfU,"Asiana Management Group, Inc",Customer,High,,SMB,,,,TRUE,established integration method
001OO00000WXCKvYAP,CMK Resources,Customer,Low,,SMB,,,,TRUE,established integration method
0015Y00004e9xYU,ARSA - Advanced Reconstructive Surgery Alliance,Customer,Low,,SMB,,,,TRUE,established integration method
0011O00002D5WtV,The Enrollment Management Association,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0015Y00002q0da3,Canlak Coatings,Former Customer,High,,MM,TRUE,,,,established integration method
0011400001rL4ge,Two Six Labs,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002GKAuOQAX,Canadian College of Naturopathic Medicine,Customer,Low,,CAN,,,,TRUE,established integration method
0011O00001ynDMH,"Sterling Medical, LLC",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O0000241oMY,Methods Business and Digital Technology Ltd.,Former Customer,Churning,,UK,,,,TRUE,established integration method
0011O00002Mkbai,Judi Health,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y00002jyp7yQAA,I-77 Mobility Partners LLC,Customer,Medium,0.2,MM,,,,,flat file or unidentified method
0011O00002AKMAh,HF Limited,Customer,Low,0.02,UK,,,,,flat file or unidentified method
0011400001pYNng,Nuclear Decommissioning Authority,Customer,Low,0.01,UK,,,,,flat file or unidentified method
0015Y00002uNe8Z,Nexben,Customer,Low,0.07,SMB,,,,TRUE,established integration method
0015Y00002Zv6Nf,Caldwell & Gregory LLC,Customer,Low,0.46,SMB,,TRUE,,,established integration method
0015Y00002Zv3nU,"ProSearch Strategies, LLC",Customer,High,0.68,MM,,,,,flat file or unidentified method
0011400001lGRtP,Memorial Sloan-Kettering Cancer Center,Customer,Low,0,ENT,TRUE,,TRUE,,established integration method
0011O00002GJE43,Moseley Inc,Customer,Low,0.04,MM,,,,,flat file or unidentified method
0015Y00003DlBzY,Circle the City,Customer,Low,0,MM,,,,TRUE,established integration method
0011O00001xRrvi,Betacom Incorporated,Customer,Low,0.06,MM,,TRUE,TRUE,,established integration method
0011O00002GJS26,Avantik,Customer,Low,0.2,MM,,,,TRUE,established integration method
0011400001s5DwM,Sterling Federal Bank,Customer,Low,0.25,FINS,,,,,flat file or unidentified method
0013000000qHxQl,"Suffolk Construction Company, Inc.",Customer,Low,0.01,ENT,TRUE,,TRUE,,established integration method
0015Y00003gwyFX,Society For Endocrinology,Customer,Low,0.05,UK,,,,TRUE,established integration method
0015Y000039L6Bj,MCP Corporate Support LLC,Customer,Low,0,MM,,,TRUE,TRUE,established integration method
001OO000007XYqD,Jab Pet Holdings Ltd,Customer,Low,0,UK,,,,,flat file or unidentified method
0011O00002GJIau,City Line Distributors,Customer,Low,0.01,MM,TRUE,,,,established integration method
0011O00002GZMQx,Congruex Group LLC,Customer,Low,0.09,ENT,,,,,flat file or unidentified method
0011400001ueT98,"Free 2 Play, L.P",Customer,Low,0.01,CAN,,,,TRUE,established integration method
0015Y00004jRPiR,Partners&.,Customer,Low,0.05,UK,,,,,flat file or unidentified method
0011O000021afIJ,"OpenAI, L.P.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002OLpz2,Peter Cremer North America LP,Customer,Low,0.02,MM,,,,,flat file or unidentified method
0011400001fMmAy,Hfi LLC,Former Customer,Churning,,ENT,TRUE,,,,established integration method
0011400001pYNtr,SThree,Former Customer,High,,UK,,,,,flat file or unidentified method
0015Y00004eCH9dQAG,Rfnow,Customer,Low,,CAN,,,,TRUE,established integration method
0011O000022KJxGQAW,Serving Seniors,Customer,Low,,SMB,,,,TRUE,established integration method
0015Y00002ZwREk,True Temper Sports Inc.,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002A7UyFQAV,Monosol Inc,Former Customer,Churning,,ENT,,,,,flat file or unidentified method
0015Y00002moSeH,Verity Pharmaceuticals Inc.,Former Customer,Churning,,CAN,,,,TRUE,established integration method
0011O00001ynDcy,Guidance Residential,Customer,Churning,,FINS,,,,,flat file or unidentified method
0011400001qzD5e,Allnex Belgium SA/NV,Customer,Churning,,Intl,,,,,flat file or unidentified method
0015Y00002Zv8qh,Corbin Capital Partners L.P,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
0011400001s5DmC,Snooze,Former Customer,High,,MM,,,,,flat file or unidentified method
0011400001qzMeM,ZoomerMedia Ltd.,Former Customer,Churning,,CAN,TRUE,,,,established integration method
0011O00002SJpyV,Consulting Solutions LLC,Former Customer,High,,SMB,TRUE,,,,established integration method
001OO000004pVNgYAM,Big Canoe Property Owners Association Inc.,Customer,Low,,MM,TRUE,,,,established integration method
0011400001qzMa5,"Yoshinoya America, Inc.",Customer,High,,MM,,,,TRUE,established integration method
0011O0000250g5c,Ubio Labs,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
001OO00000GcDsf,Decennial Group,Former Customer,High,,FINS,,,,,flat file or unidentified method
0011400001qzFV1,Rastelli Foods Group,Former Customer,Churning,,MM,,,TRUE,,established integration method
0011400001s5DycAAE,SupHerb Farms,Customer,Low,,MM,,,,,flat file or unidentified method
0011400001bR9Tq,Building with BMC,Former Customer,Churning,,ENT,,,,,flat file or unidentified method
00130000010kQgU,Peoples Trust Co.,Former Customer,High,,CAN,TRUE,,,,established integration method
0015Y00004OFlw7,Amass Brands Group,Former Customer,High,,SMB,,TRUE,,TRUE,established integration method
0011400001qfS45,New York Jets LLC,Customer,Low,0.97,MM,,TRUE,,,established integration method
0011O00002AO2CB,Harding Retail,Customer,Low,0.03,UK,TRUE,,,,established integration method
0011400001qzKz3,Batteries Plus LLC,Customer,Low,0.02,ENT,TRUE,,,,established integration method
0015Y00002ZuyNh,"Wireless Media Consulting, Inc., dba WMC Global",Customer,Low,0.53,SMB,,,,,flat file or unidentified method
0011400001e30sM,"WETA (Greater Washington Educational Telecommunications Association, Inc.)",Customer,Low,0.02,MM,,,,TRUE,established integration method
0011O00002G4IjS,FreightVerify,Customer,Medium,0.59,SMB,,,,TRUE,established integration method
0015Y00003zclWX,Fervo Energy Company,Customer,Low,0,MM,TRUE,TRUE,TRUE,,established integration method
0015Y00002eG7Yl,ATP Media,Customer,Low,0.06,UK,,,,TRUE,established integration method
0011O000021L4uq,MedPOINT Management Inc,Customer,Medium,0.23,MM,,,,,flat file or unidentified method
0011400001qzGYX,"Civil & Environmental Consultants, Inc.",Customer,Medium,0.03,MM,TRUE,,,,established integration method
0011O00002GJEzi,Echoing Hills Village Inc,Customer,Medium,0.62,MM,,,,TRUE,established integration method
0011O00002ErVvt,Response Biomedical Corp.,Customer,Medium,0.56,CAN,TRUE,,,,established integration method
0011O00002XfqHt,"Inspire Communities, LLC",Customer,Low,0.03,FINS,TRUE,,,,established integration method
0011O00001zx5AJ,Bol.com b.v.,Customer,Low,0.15,SUB,,,TRUE,,established integration method
001OO00000Q3zkq,SuperTruth,Customer,High,0.61,SMB,,,,TRUE,established integration method
001OO000008FFGj,Riparian Capital Partners,Customer,Medium,0.07,FINS,,,TRUE,,established integration method
0015Y00004tvZnO,Kraft Sports + Entertainment,Customer,Low,0.06,MM,TRUE,TRUE,,,established integration method
001a000001NAZOq,"Duininck Companies, LLC",Customer,Medium,0.08,MM,,TRUE,TRUE,,established integration method
0011O00002GJNPG,Phoenix Closures Inc,Customer,Churning,0.59,MM,TRUE,,TRUE,,established integration method
0011400001j6XLM,King County Housing Authority,Customer,Low,0.12,SMB,TRUE,,,,established integration method
001OO00000MomXp,Savant Senior Living,Customer,Low,0,SMB,,,,,flat file or unidentified method
001a000001YKIjC,Palliser Furniture Ltd,Customer,High,0.42,CAN,TRUE,,TRUE,,established integration method
0015Y00003LYfPH,ICA Eurasia FZ LLC,Customer,Low,0,Intl,TRUE,,TRUE,,established integration method
0011O000022KqW5,SIB Fixed Cost Reduction,Customer,Low,0.02,SMB,,,,TRUE,established integration method
0015Y00002uNrQK,Hoogvliet,Customer,Medium,0.3,Intl,TRUE,,,,established integration method
0011400001qfBZ7,Aegis Senior Communities LLC,Customer,Medium,0.11,ENT,TRUE,,TRUE,,established integration method
0013000000qHxY2,SPX Technologies,Former Customer,,,ENT,,,,,flat file or unidentified method
0011400001s4xJE,M2 Logistics Inc,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011400001qzOja,"Otto Environmental Systems North America, Inc.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002DP0X8,Chicago Family Health Center,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002BPnDt,SurePoint Technologies,Former Customer,Churning,,MM,,,,TRUE,established integration method
0011400001ZYWu6,"Hisco, Inc.",Former Customer,Churning,,SUB,,,,,flat file or unidentified method
0011400001qzPW4,"Haseko North America, Inc",Customer,Low,,SMB,,,,,flat file or unidentified method
0011O00001zwYPx,TRC Healthcare,Former Customer,Churning,,SMB,TRUE,,,TRUE,established integration method
0015Y00002ZuJPZ,"Grailed, Inc.",Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O00002GJA6W,Fors Marsh,Customer,Low,,MM,,,,,flat file or unidentified method
0015Y00002uN3lA,Ei Electronics Campus,Customer,Low,,UK,TRUE,,TRUE,TRUE,established integration method
0015Y000049hnZ2,Advantive,Former Customer,Churning,,MM,,,,TRUE,established integration method
0015Y00002ZvFIB,Community College System of New Hampshire,Former Customer,Churning,,MM,TRUE,,,,established integration method
0011O00002HrMLg,Buyerlink,Customer,Low,,SMB,,,,TRUE,established integration method
0011O00002A7RIC,Fabian Couture Group,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011400001s5CCTAA2,Ardene,Customer,Low,,CAN,,,,,flat file or unidentified method
0011O000021K2HJ,Procom Consultants Group Ltd,Customer,Low,,CAN,,,,TRUE,established integration method
0011400001vd5Gu,American Foundation for the Blind,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
001OO00000SVlP9,Poseidon Ocean Systems Ltd.,Customer,Low,,CAN,,,,TRUE,established integration method
0011O00002NbCh1,Indian Health Board of Minneapolis,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O00001zxNPz,OrthoFi Inc.,Customer,Medium,0,MM,,,,TRUE,established integration method
0011400001jpLDv,Nando's Limited,Customer,Low,0.09,UK,TRUE,TRUE,TRUE,,established integration method
0011400001s5C6U,Lipari Foods Operating Company LLC.,Customer,Medium,0.09,ENT,TRUE,,,,established integration method
0013000000qHzok,"Compass Group USA, Inc.",Customer,Medium,0.1,UK,TRUE,,,,established integration method
0011400001bQZr1,Kansas City Royals,Customer,Low,0.01,MM,TRUE,,,TRUE,established integration method
0015Y00002ZuGVH,Lupus Research Alliance,Customer,High,0.43,SMB,TRUE,,,TRUE,established integration method
0011400001s5CUT,Mill Creek Residential Trust LLC,Customer,Medium,0.02,ENT,TRUE,,TRUE,,established integration method
0011400001qz7Di,"Morris & Dickson Co., LLC.",Customer,Low,0.03,MM,,,,TRUE,established integration method
0015Y000049ksdc,Fitness Club Management,Customer,High,0.01,SMB,,TRUE,,,established integration method
0013000000qHuLy,FirstService Corporation,Customer,Low,0,ENT,TRUE,,,,established integration method
0011O00002BSso4,Almita Piling,Customer,High,0.25,CAN,,,,,flat file or unidentified method
0011O0000250DbG,Les Studios Moment Factory Inc.,Customer,Low,0.1,CAN,,,,TRUE,established integration method
0015Y00002wbJTc,Eden Valley Poultry,Customer,Churning,0.8,CAN,,,,,flat file or unidentified method
0015Y00002ZvFn9,"Mount Hermon Association, Inc.",Customer,Low,0.17,MM,,TRUE,,,established integration method
